onlyID	kingdom	phylum	class	order	family	genus	species
10608	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	UTBCD1	UTBCD1 sp002066995
10609	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	Brocadia	Brocadia fulgida
10610	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp000015265
10611	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	GCA-002050365	GCA-002050365 sp002050365
10612	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	GCA-002050365	GCA-002050365 sp002050455
10613	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas	Halomonas sp003031405
10614	Bacteria	Spirochaetota	Spirochaetia	JC444	Marispirochaetaceae	Marispirochaeta	Marispirochaeta aestuarii
10615	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Tissierellaceae	CABMKH01	CABMKH01 sp902386935
10616	Bacteria	Firmicutes	Bacilli	Bacillales_G	Sporolactobacillaceae	Marseille-P3662	Marseille-P3662 sp900178005
10617	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosudaceae	Desulfosudis	Desulfosudis sp002085115
10618	Bacteria	Patescibacteria	4484-211	4484-211	4484-211	4484-211	4484-211 sp002084955
10619	Bacteria	Omnitrophota	4484-213	4484-213	4484-213	4484-213	4484-213 sp002085025
10620	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae_A	JdFR-80	JdFR-80 sp011042725
10621	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_S	Paenibacillus_S sp002042965
10622	Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	PPFX01	PPFX01 sp002093115
10623	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	NIC37A-2	NIC37A-2 sp002085155
10624	Bacteria	Patescibacteria	ABY1	UBA2591	UBA6264	unknown	unknown
10625	Bacteria	KSB1	UBA2214	AABM5-25-91	AABM5-25-91	4484-87	4484-87 sp002085355
10626	Bacteria	UBP14	UBA6098	4484-93	4484-93	4484-93	4484-93 sp002085385
10627	Bacteria	Zixibacteria	MSB-5A5	UBA10806	4484-95	4484-95	4484-95 sp002085375
10628	Bacteria	Omnitrophota	Koll11	4484-171	4484-171	unknown	unknown
10629	Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	B25-G16	B33-G16	unknown
10630	Bacteria	Chloroflexota	Anaerolineae	B4-G1	B4-G1	B4-G1	B4-G1 sp003648025
10631	Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas sp002084705
10632	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	4572-123	4572-123	4572-123 sp002084545
10633	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	4572-128	4572-128	4572-128 sp002084355
10634	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalophaeraceae	4572-13	4572-13 sp002084585
10635	Bacteria	4572-55	4572-55	4572-55	4572-55	4572-55	4572-55 sp002084765
10636	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales_E	Spirochaetaceae_B	Oceanispirochaeta	Oceanispirochaeta sp002084805
10637	Bacteria	Chloroflexota	Anaerolineae	4572-78	4572-78	4572-78	4572-78 sp002084875
10638	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris sp002113825
10639	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Terasakiispira	Terasakiispira papahanaumokuakeensis
10640	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp002101315
10641	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp002135415
10642	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp002135375
10643	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	41T-STBD-0c-01a	41T-STBD-0c-01a sp002009425
10644	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Aquidulcibacter	Aquidulcibacter paucihalophilus
10645	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas sp002083615
10646	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera_A	Methylotenera_A sp002083635
10647	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp002083655
10648	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira_D	Nitrospira_D sp002083555
10649	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas rosea
10650	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcystaceae	Rippkaea	Rippkaea sp002110465
10651	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10652	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	Pelagibacter_A ubique
10653	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10654	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10655	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10656	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10657	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	unknown
10658	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10659	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10660	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter ubique
10661	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sanguineus
10662	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga sp002127265
10663	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus cyanobacteriorum
10664	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter sp002127285
10665	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	JJ008	JJ008 sp002127295
10666	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus fluvialis
10667	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buchnera	Buchnera aphidicola
10668	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira	Nitrosospira sp900102495
10669	Bacteria	Actinobacteriota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium amethystogenes
10670	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Paraliobacillus	Paraliobacillus ryukyuensis
10671	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Streptoalloteichus	Streptoalloteichus hindustanus
10672	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum	Planifilum fulgidum
10673	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A mucosalis
10674	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Saccharophagus	Saccharophagus degradans
10675	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
10676	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Blochmannia	Blochmannia floridanus
10677	Bacteria	Aquificota	Aquificae	Hydrogenothermales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
10678	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Koribacter	Koribacter versatilis
10679	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Herminiimonas	Herminiimonas arsenicoxydans
10680	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Kerstersia	Kerstersia gyiorum
10681	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfonauticaceae	Desulfonauticus	Desulfonauticus submarinus
10682	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia autotrophica
10683	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia autotrophica
10684	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Bermanella	Bermanella marisrubri
10685	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Neptuniibacter	Neptuniibacter caesariensis
10686	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Bowdeniella	Bowdeniella nasicola
10687	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Bowdeniella	Bowdeniella nasicola
10688	Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	Bacillus_AE	Bacillus_AE acidicola
10689	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella histaminiformans
10690	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp000328565
10691	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	Thermomonas hydrothermalis
10692	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus russellii
10693	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_A	Helicobacter_A muridarum
10694	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceibacter	Croceibacter atlanticus
10695	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Epilithonimonas	Epilithonimonas mollis
10696	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Spiroplasma_A	Spiroplasma_A helicoides
10697	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Spiroplasma_A	Spiroplasma_A litorale
10698	Bacteria	Firmicutes	Bacilli	Bacillales_B	Jeotgalibacillaceae	Jeotgalibacillus	Jeotgalibacillus campisalis
10699	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium saskatchewanense
10700	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Mastigocladopsis	Mastigocladopsis repens
10701	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp000153825
10702	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Synechococcus_C	Synechococcus_C sp000153065
10703	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_G	Helicobacter_G sp001693335
10704	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Hydrogenimonadaceae	Hydrogenimonas	Hydrogenimonas thermophila
10705	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Aquifex	Aquifex aeolicus
10706	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buchnera	Buchnera aphidicola
10707	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D berlinense
10708	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella aerosaccus
10709	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	Formosa algae
10710	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella piezotolerans
10711	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus halophilus
10712	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus ornithinivorans
10713	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	Ulvibacter litoralis
10714	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	Chlamydophila caviae
10715	Archaea	Nanoarchaeota	Nanoarchaeia	Nanoarchaeales	Nanoarchaeaceae	Nanoarchaeum	Nanoarchaeum equitans
10716	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter aquivivus
10717	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter ulvicola
10718	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermolimosa
10719	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A millerae
10720	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Pyrodictiaceae	Pyrodictium	Pyrodictium occultum
10721	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia mobilis
10722	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Vulcanococcus	Vulcanococcus sp000179235
10723	Bacteria	Cyanobacteria	Cyanobacteriia	PCC-6307	Cyanobiaceae	Vulcanococcus	Vulcanococcus sp000179255
10724	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter kivui
10725	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodosinus	Ectothiorhodosinus mongolicus
10726	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Solibacter	Solibacter usitatus
10727	Bacteria	Proteobacteria	Gammaproteobacteria	PS1	Thioglobaceae	Thiodubiliella	Thiodubiliella sp001298715
10728	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	Alcanivorax sp000155615
10729	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus aquimarinus
10730	Bacteria	Firmicutes	Bacilli	Bacillales_D	Alkalibacillaceae	Tenuibacillus	Tenuibacillus multivorans
10731	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Scalinduaceae	Scalindua	Scalindua rubra
10732	Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Lentibacillus	Lentibacillus halodurans
10733	Bacteria	Firmicutes	Bacilli	Bacillales_D	Alkalibacillaceae	Salinibacillus	Salinibacillus kushneri
10734	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Erythrobacter sp000152865
10735	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum
10736	Bacteria	Firmicutes	Bacilli	Bacillales_D	Halobacillaceae	Halobacillus	Halobacillus dabanensis
10737	Bacteria	Firmicutes	Bacilli	Bacillales_D	Halobacillaceae	Halobacillus	Halobacillus aidingensis
10738	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Rummeliibacillus	Rummeliibacillus stabekisii
10739	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus jannaschii
10740	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Metamycoplasma	Metamycoplasma arthritidis
10741	Bacteria	Firmicutes	Bacilli	Bacillales_A	Planococcaceae	Planococcus	Planococcus okeanokoites
10742	Bacteria	Firmicutes_G	Limnochordia	DTU010	DTU010	DTU010	DTU010 sp900018335
10743	Bacteria	Proteobacteria	Alphaproteobacteria	Caedimonadales	Caedimonadaceae	Paracaedimonas	Paracaedimonas acanthamoebae
10744	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Paracaedibacter_A	Paracaedibacter_A symbiosus
10745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	Loktanella fryxellensis
10746	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Maridesulfovibrio	Maridesulfovibrio ferrireducens
10747	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	Ruminococcus_D albus
10748	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria_B	Ruegeria_B pomeroyi
10749	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia sp000829315
10750	Archaea	Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp000151205
10751	Bacteria	Planctomycetota	Brocadiae	Brocadiales	Brocadiaceae	Jettenia	Jettenia caeni
10752	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae_A	Oceanicoccus	Oceanicoccus sp000169075
10753	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus	Halioglobus sp000156295
10754	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_A	Enterococcus_A hermanniensis
10755	Bacteria	Cyanobacteria	Cyanobacteriia	Gloeobacterales	Gloeobacteraceae	Gloeobacter	Gloeobacter violaceus
10756	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis
10757	Bacteria	Firmicutes	Alicyclobacillia	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus vulcanalis
10758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola batsensis
10759	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes
10760	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia aestuarii
10761	Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	Heyndrickxia	Heyndrickxia oleronia
10762	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Bradyrhizobium canariense
10763	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Acetanaerobacterium	Acetanaerobacterium elongatum
10764	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus piezotolerans
10765	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides burtonii
10766	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis taihuensis
10767	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia ammonioxydans
10768	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter alimentarius
10769	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp000219585
10770	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buchnera	Buchnera aphidicola
10771	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Ferroplasma	Ferroplasma sp002505185
10772	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D porcinum
10773	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Dermatophilaceae	Janibacter	Janibacter melonis
10774	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_L	Ferdinandcohnia	Ferdinandcohnia humi
10775	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Pilibacter	Pilibacter termitis
10776	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	Chlamydophila felis
10777	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylobacillus	Methylobacillus flagellatus
10778	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Aquimonas	Aquimonas voraii
10779	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter_B	Rubrobacter_B xylanophilus
10780	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	Chelativorans multitrophicus
10781	Bacteria	Firmicutes	Bacilli	Bacillales_H	Marinococcaceae	Salibacterium	Salibacterium qingdaonense
10782	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Kineococcaceae	Kineococcus	Kineococcus radiotolerans
10783	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasma_J	Mycoplasma_J mobile
10784	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Nitrincola	Nitrincola lacisaponensis
10785	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus wynnii
10786	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas moolapensis
10787	Bacteria	Firmicutes	Bacilli	Bacillales_G	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus nakayamae
10788	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale
10789	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Anabaena_A	Anabaena_A cylindrica
10790	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya boryana
10791	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Acidilobaceae	Aeropyrum	Aeropyrum pernix
10792	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmoidaceae	Malacoplasma	Malacoplasma penetrans
10793	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Mycoplasmopsis_B	Mycoplasmopsis_B pulmonis
10794	Archaea	Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus abyssi
10795	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfurisphaera	Sulfurisphaera tokodaii
10796	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum
10797	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma volcanium
10798	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	Wolinella succinogenes
10799	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium hydrocarbonoxydans
10800	Bacteria	Firmicutes_B	Peptococcia	Peptococcales	Peptococcaceae	Peptococcus	Peptococcus niger
10801	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum limnaeum
10802	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Poseidoniaceae	MGIIa-L1	MGIIa-L1 sp000246735
10803	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus_A	Thermus_A filiformis
10804	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Edaphobacter	Edaphobacter sp000421065
10806	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus alkaliphilus
10807	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium granuli
10808	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium flavescens
10809	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax fermentans
10810	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Trichormus	Trichormus sp000316645
10811	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella_C	Legionella_C birminghamensis
10812	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia caryophylli
10813	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azonexus	Azonexus denitrificans
10814	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetovibrionaceae	Magnetovibrio	Magnetovibrio blakemorei
10815	Bacteria	Thermotogota	Thermotogae	Petrotogales	Petrotogaceae	Geotoga	Geotoga petraea
10816	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus manzaensis
10817	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	Fructobacillus durionis
10818	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Bizionia	Bizionia paragorgiae
10819	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium intermedium
10820	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	Leptospira tipperaryensis
10821	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Halomonas_E	Halomonas_E taeanensis
10822	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Bacillus_AG	Bacillus_AG koreensis
10823	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Cellulomonadaceae	Flavimobilis	Flavimobilis marinus
